Time (UNIX ms),Is Jamming,Jammer TX Gain,Reporting Time Offset (ms),UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP.Mean (dBm),RSRP.Minimum (dBm),RSRP.Quartile1 (dBm),RSRP.Median (dBm),RSRP.Quartile3 (dBm),RSRP.Maximum (dBm),RSRP.Count,PHY.NPrbDl,PHY.DerivedRssiDl (dBm),PHY.DerivedRsrqDl (dB),PUSCH.Snr (dB),PUCCH.Snr (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,DRB.DerivedCQIDl,PHY.CqiWb1TbDl,PHY.CqiWb2TbDl,
1754586379800,1,52,0,39,0,0,0.00,0.74,0.72,28,749,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,10,5,-46.22,6.92,39.00,26.00,0,4,0.00,0.00,0.29,0.02,0.00,0.00,3,0,0,
1754586380800,1,52,0,39,0,0,0.00,0.00,0.22,71,1340,,,,,,,0,21,,0.00,31.00,33.00,0,2,0.20,0.00,0.29,0.02,0.00,0.00,2,0,0,
1754586381800,1,52,0,39,0,0,0.00,0.16,0.42,151,1280,,,,,,,0,21,,0.00,29.00,31.00,0,0,0.28,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586382800,1,52,0,39,0,0,0.00,0.00,0.00,239,50,,,,,,,0,5,,0.00,37.00,30.00,0,0,0.13,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586383800,1,52,0,39,0,0,0.00,0.41,0.83,278,1327,,,,,,,0,21,,0.00,32.50,32.00,0,0,0.15,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586384800,1,52,0,39,0,0,0.00,5.84,0.00,334,1290,,,,,,,0,5,,0.00,38.50,29.00,0,2,0.28,0.02,0.29,0.02,0.00,0.00,2,0,0,
1754586385800,1,52,0,39,0,0,0.00,13.95,0.30,240,50,,,,,,,0,5,,0.00,34.50,27.00,0,0,0.10,0.01,0.29,0.02,0.00,0.00,0,0,0,
1754586386800,1,52,0,39,0,0,0.00,3.14,0.69,211,50,,,,,,,0,5,,0.00,36.50,29.00,0,0,0.03,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586387800,1,52,0,39,0,0,345605.00,2.30,0.73,364,1332,,,,,,,0,5,,0.00,38.50,34.00,0,0,0.09,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586388800,1,52,0,39,0,0,0.00,0.14,0.40,242,1285,,,,,,,0,5,,0.00,39.00,33.00,0,1,0.27,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586389800,1,52,0,39,0,0,0.00,0.54,0.21,85,50,,,,,,,0,5,,0.00,37.50,34.00,0,0,0.09,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586390800,1,52,0,39,0,0,0.00,3.28,0.69,223,50,,,,,,,0,5,,0.00,38.00,30.00,0,0,0.03,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586391800,1,52,0,39,0,0,0.00,0.86,0.83,200,681,,,,,,,0,21,,0.00,30.50,34.00,0,1,0.02,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586392800,1,52,0,39,0,0,0.00,1.73,0.40,372,1936,,,,,,,0,5,,0.00,38.50,30.00,0,0,0.19,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586393800,1,52,0,39,0,0,0.00,0.35,0.10,104,50,,,,,,,0,5,,0.00,37.50,29.00,0,0,0.10,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586394800,1,52,0,39,0,0,0.00,3.62,0.70,254,50,,,,,,,0,5,,0.00,38.50,30.00,0,0,0.04,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586395800,1,52,0,39,0,0,0.00,1.46,0.92,268,686,,,,,,,0,21,,0.00,31.00,30.00,0,1,0.02,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586396800,1,52,0,39,0,0,0.00,1.81,0.40,318,1936,,,,,,,0,5,,0.00,38.50,35.00,0,0,0.19,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586397800,1,52,0,39,0,0,0.00,0.00,0.00,129,50,,,,,,,0,5,,0.00,39.00,32.00,0,0,0.10,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586398800,1,52,0,39,0,0,0.00,8.47,0.69,493,50,,,,,,,0,5,,0.00,38.50,33.00,0,1,0.04,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586399800,1,52,0,39,0,0,0.00,1.66,1.00,263,686,,,,,,,0,21,,0.00,30.50,33.00,0,1,0.02,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586400800,1,52,0,39,0,0,0.00,1.82,0.40,263,1312,,,,,,,0,5,,0.00,39.00,33.00,0,1,0.14,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586401800,1,52,0,39,8,8,0.00,17.38,8.36,911,1912,,,,,,,0,5,,0.00,38.00,33.00,0,0,0.17,0.02,0.30,0.02,0.00,0.00,0,0,0,
1754586402800,1,52,0,39,0,0,0.00,4.56,0.83,305,691,,,,,,,0,21,,0.00,31.50,35.00,0,0,0.06,0.04,0.30,0.02,0.00,0.00,0,0,0,
1754586403800,1,52,0,39,0,0,0.00,0.00,0.00,243,676,,,,,,,0,5,,0.00,38.00,32.00,0,0,0.13,0.03,0.30,0.02,0.00,0.00,0,0,0,
1754586404800,1,52,0,39,0,0,0.00,2.86,0.69,280,691,,,,,,,0,21,,0.00,32.50,33.00,0,1,0.05,0.01,0.30,0.02,0.00,0.00,1,0,0,
1754586405800,0,0,0,39,0,0,0.00,0.27,0.82,207,1312,,,,,,,0,21,,0.00,30.50,32.00,0,1,0.17,0.01,0.30,0.02,0.00,0.00,1,0,0,
1754586406800,0,0,0,39,2,2,0.00,15.40,4.22,690,2024,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,10,5,-46.22,6.92,37.50,33.00,0,2,0.09,0.01,0.30,0.02,0.00,0.00,2,0,0,
1754586407800,0,0,0,39,0,0,495.00,15.14,0.77,718,466,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,33.00,1,0,0.04,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586408800,0,0,0,39,0,0,5.00,1.46,0.80,105,774,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,34.00,0,0,0.01,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586409800,0,0,0,39,0,0,157.00,2.18,0.82,90,784,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,39.50,32.00,0,0,0.01,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586410800,0,0,0,39,0,0,114.00,1.46,0.85,65,784,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,33.00,1,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586411800,0,0,0,39,0,0,45.00,0.74,0.76,80,754,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,106,-32.96,205.86,19.50,32.00,1,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586412800,0,0,0,39,0,0,0.00,0.00,0.14,5,463,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,35.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586413800,0,0,0,39,0,0,0.00,2.18,0.79,121,461,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,40.00,32.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586414800,0,0,0,39,0,0,0.00,2.18,0.82,90,794,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.30,6.92,38.50,29.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586415800,0,0,0,39,0,0,0.00,2.18,0.82,90,794,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,39.50,31.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586416800,0,0,0,39,0,0,0.00,0.74,0.78,80,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,28.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586417800,0,0,0,39,0,0,0.00,0.74,1.22,40,779,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,39.00,29.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586418800,0,0,0,39,0,0,0.00,2.18,0.66,125,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,29.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586419800,0,0,0,39,0,0,0.00,2.18,0.86,130,804,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,40.00,30.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586420800,0,0,0,39,0,0,0.00,2.18,0.86,130,779,-64.62,-72.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.83,6.90,39.50,31.00,0,1,0.06,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586421800,0,0,0,39,0,0,0.00,2.18,0.76,90,804,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,27.00,0,1,0.02,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586422800,0,0,0,39,0,0,0.00,0.74,0.85,35,471,-63.85,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-46.06,6.93,39.00,27.00,0,0,0.01,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586423800,0,0,0,39,0,0,0.00,2.18,0.76,81,774,-63.83,-64.00,-64.00,-64.00,-64.00,-63.00,12,5,-46.05,6.93,39.00,28.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586424800,0,0,0,39,0,0,0.00,0.74,0.86,75,486,-63.77,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-45.99,6.93,39.00,27.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586425800,0,0,0,39,0,0,0.00,2.18,0.75,130,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,28.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586426800,0,0,0,39,0,0,0.00,0.74,0.85,35,471,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-46.14,6.93,39.00,27.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586427800,0,0,0,39,0,0,0.00,0.74,0.82,75,456,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,28.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586428800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-46.14,6.93,39.00,25.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586429800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,26.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586430800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,27.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586431800,0,0,0,39,0,0,0.00,0.74,0.82,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,33.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586432800,0,0,0,39,0,0,0.00,0.74,0.82,75,456,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,31.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586433800,0,0,0,39,0,0,0.00,0.74,0.82,35,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,31.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586434800,0,0,0,39,1,1,0.00,1.50,1.48,129,421,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,33.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586435800,0,0,0,39,0,0,0.00,0.74,0.78,40,699,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,32.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586436800,0,0,0,39,0,0,0.00,0.74,0.78,40,716,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,32.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586437800,0,0,0,39,0,0,0.00,0.74,0.74,75,391,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,35.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586438800,0,0,0,39,0,0,0.00,0.74,0.78,40,714,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,33.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586439800,0,0,0,39,0,0,0.00,0.74,0.82,40,709,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,60.00,32.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586440800,0,0,0,39,0,0,0.00,2.18,0.78,130,729,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,30.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586441800,0,0,0,39,0,0,0.00,2.18,0.78,63,741,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,40.00,31.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586442800,0,0,0,39,0,0,0.00,0.74,0.78,36,421,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,60.50,31.00,2,2,0.00,0.00,0.30,0.02,0.00,0.00,2,0,0,
1754586443800,0,0,0,39,0,0,0.00,0.74,0.78,51,426,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,40.50,26.00,2,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586444800,0,0,0,39,0,0,0.00,0.74,0.82,80,719,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,32.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586445800,0,0,0,39,0,0,0.00,2.18,0.82,90,729,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,30.00,0,0,0.00,0.00,0.30,0.02,0.00,0.00,0,0,0,
1754586446800,0,0,0,39,0,0,0.00,2.18,0.82,63,746,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,30.00,0,1,0.00,0.00,0.30,0.02,0.00,0.00,1,0,0,
1754586447800,0,0,0,39,0,0,0.00,2.18,0.82,45,739,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,12,5,-46.14,6.93,39.00,33.00,0,2,0.00,0.00,0.30,0.02,0.00,0.00,2,0,0,
1754586448800,0,0,0,39,0,0,0.00,0.74,0.82,22,734,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,32.00,0,3,0.00,0.00,0.30,0.02,0.00,0.00,3,0,0,
1754586449800,0,0,0,39,0,0,0.00,0.74,0.82,20,729,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,60.00,29.00,1,4,0.00,0.00,0.30,0.02,0.00,0.00,3,0,0,
1754586450800,0,0,0,39,0,0,0.00,2.18,0.82,30,739,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,30.00,0,6,0.00,0.00,0.30,0.02,0.00,0.00,4,0,0,
1754586451800,0,0,0,39,0,0,0.00,2.18,0.82,36,756,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,27.00,0,6,0.00,0.00,0.30,0.02,0.00,0.00,4,0,0,
1754586452800,0,0,0,39,0,0,0.00,2.18,0.82,36,749,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,30.00,1,6,0.00,0.00,0.30,0.02,0.00,0.00,4,0,0,
1754586453800,0,0,0,39,0,0,0.00,0.74,0.82,20,744,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,30.00,0,5,0.00,0.00,0.30,0.02,0.00,0.00,4,0,0,
1754586454800,0,0,0,39,0,0,0.00,0.74,0.82,20,739,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,27.00,2,5,0.00,0.00,0.30,0.02,0.00,0.00,4,0,0,
1754586455800,0,0,0,39,0,0,0.00,2.18,0.82,36,749,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,28.00,1,3,0.00,0.00,0.30,0.02,0.00,0.00,3,0,0,
1754586456800,0,0,0,39,0,0,0.00,2.18,0.82,36,766,-63.92,-64.00,-64.00,-64.00,-64.00,-63.00,13,5,-46.14,6.93,39.50,30.00,1,3,0.00,0.00,0.30,0.02,0.00,0.00,3,0,0,
1754586457800,0,0,0,39,0,0,0.00,2.18,0.80,36,749,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,30.00,0,3,0.00,0.00,0.30,0.02,0.00,0.00,3,0,0,
1754586458800,0,0,0,39,0,0,85.00,0.74,0.85,22,764,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,32.00,1,3,0.00,0.00,0.29,0.02,0.00,0.00,3,0,0,
1754586459800,0,0,0,39,9,5,418.40,11.10,5.97,298,764,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,33.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586460800,0,0,0,39,0,0,50.00,2.18,0.82,115,759,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,33.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586461800,0,0,0,39,0,0,381.00,1.46,0.82,65,776,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,33.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586462800,0,0,0,39,0,0,144.00,2.18,0.82,90,759,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,106,-33.19,205.16,18.50,35.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586463800,0,0,0,39,0,0,0.00,1.44,0.06,55,150,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,37.50,33.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586464800,0,0,0,39,0,0,0.00,0.74,0.87,40,744,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.50,29.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586465800,0,0,0,39,0,0,0.00,0.74,0.78,40,759,-64.33,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.55,6.91,40.00,32.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586466800,0,0,0,39,0,0,0.00,2.18,0.82,90,769,-64.31,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.53,6.91,39.00,33.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586467800,0,0,0,39,0,0,0.00,2.18,0.82,90,786,-64.33,-65.00,-65.00,-64.00,-64.00,-64.00,12,5,-46.55,6.91,38.50,33.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586468800,0,0,0,39,0,0,0.00,2.18,0.82,90,784,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,30.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586469800,0,0,0,39,0,0,0.00,0.74,0.89,40,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,29.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586470800,0,0,0,39,0,0,0.00,0.74,0.83,80,769,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,30.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586471800,0,0,0,39,0,0,0.00,2.18,0.79,90,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.00,30.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586472800,0,0,0,39,0,0,0.00,2.18,0.82,81,791,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,31.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586473800,0,0,0,39,0,0,0.00,2.18,0.82,130,794,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,29.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586474800,0,0,0,39,0,0,0.00,0.74,0.78,80,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.50,29.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586475800,0,0,0,39,0,0,0.00,0.74,1.22,40,779,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.50,30.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586476800,0,0,0,39,0,0,0.00,2.18,0.66,125,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,38.00,32.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586477800,0,0,0,39,0,0,0.00,2.18,0.86,81,801,-64.25,-65.00,-64.50,-64.00,-64.00,-64.00,12,5,-46.47,6.91,38.00,32.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586478800,0,0,0,39,0,0,0.00,2.18,0.86,130,804,-64.23,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.45,6.91,39.00,32.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586479800,0,0,0,39,0,0,0.00,0.74,0.75,40,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,40.00,32.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586480800,0,0,0,39,0,0,0.00,0.74,0.89,80,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,30.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586481800,0,0,0,39,0,0,0.00,2.18,0.76,130,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,35.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586482800,0,0,0,39,0,0,0.00,0.74,0.86,75,471,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,31.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586483800,0,0,0,39,0,0,0.00,2.18,0.75,90,789,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,38.50,33.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586484800,0,0,0,39,0,0,0.00,0.74,0.85,75,471,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.30,6.92,39.00,29.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586485800,0,0,0,39,0,0,0.00,0.74,0.82,35,471,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,39.00,31.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586486800,0,0,0,39,1,1,0.00,1.46,1.48,60,421,-64.31,-65.00,-65.00,-64.00,-64.00,-64.00,13,5,-46.53,6.91,39.50,30.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586487800,0,0,0,39,0,0,0.00,0.74,0.78,40,699,-64.17,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.39,6.92,38.50,33.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586488800,0,0,0,39,0,0,0.00,0.74,0.78,40,709,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.30,6.92,60.00,32.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586489800,0,0,0,39,0,0,0.00,0.74,0.78,80,714,-64.25,-65.00,-64.50,-64.00,-64.00,-64.00,12,5,-46.47,6.91,39.50,34.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586490800,0,0,0,39,0,0,0.00,0.74,0.78,80,714,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,40.00,35.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586491800,0,0,0,39,0,0,0.00,0.74,0.78,40,709,-64.08,-65.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.30,6.92,38.00,34.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586492800,0,0,0,39,0,0,0.00,2.18,0.78,81,729,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,60.00,32.00,0,1,0.00,0.00,0.29,0.02,0.00,0.00,1,0,0,
1754586493800,0,0,0,39,0,0,0.00,0.74,0.78,35,421,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,39.00,32.00,2,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586494800,0,0,0,39,0,0,0.00,0.74,0.78,35,426,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,31.00,2,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586495800,0,0,0,39,0,0,0.00,0.74,0.78,75,426,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,12,5,-46.22,6.92,59.50,33.00,2,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
1754586496800,0,0,0,39,0,0,0.00,0.74,0.78,80,719,-64.00,-64.00,-64.00,-64.00,-64.00,-64.00,13,5,-46.22,6.92,39.00,32.00,0,0,0.00,0.00,0.29,0.02,0.00,0.00,0,0,0,
