Time (UNIX ms),Reporting Time Offset (ms),E2 Node ID,UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP.Mean (dBm),RSRP.Minimum (dBm),RSRP.Quartile1 (dBm),RSRP.Median (dBm),RSRP.Quartile3 (dBm),RSRP.Maximum (dBm),RSRP.Count,PHY.NPrbDl,PHY.DerivedRssiDl (dBm),PHY.DerivedRsrqDl (dB),PUSCH.Snr (dB),PUCCH.Snr (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,DRB.DerivedCQIDl,PHY.CqiWb1TbDl,PHY.CqiWb2TbDl,
1763420177250,-2,gNB,1,4,1090,0.00,4.90,1093.53,57,3585,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,23,28,0.08,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420177250,-2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420177250,-2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420178250,2,gNB,1,4,1210,0.00,4.87,1217.30,52,4639,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,24,-19.41,54.42,20.00,21.00,23,28,0.06,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420178250,2,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420178250,2,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420179250,-1,gNB,1,0,395,0.00,0.07,396.75,15,1404,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,24,28,0.05,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420179250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420179250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420180250,0,gNB,1,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,22,27,0.04,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420180250,1,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420180250,1,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420181250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,63.50,21.00,20,27,0.03,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420181250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420181250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420182250,0,gNB,1,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,19,27,0.03,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420182250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420182250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420183250,-2,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,17,27,0.02,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420183250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420183250,-1,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420184250,3,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,15,27,0.02,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420184250,3,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420184250,3,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420185250,0,gNB,1,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,21.00,13,26,0.02,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763420185250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420185250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420186250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,11,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763420186250,0,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420186250,1,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420187250,-2,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,9,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763420187250,-2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420187250,-2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420188250,2,gNB,1,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,63.50,21.00,8,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763420188250,2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420188250,2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420189250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,6,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763420189250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420189250,0,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420190250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,4,26,0.01,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763420190250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420190250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420191250,0,gNB,1,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,24.00,2,25,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763420191250,0,gNB,2,0,0,0.00,0.00,0.00,5,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,63.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420191250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420192250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,24.00,0,25,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763420192250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420192250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420193250,0,gNB,1,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,24.00,0,25,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763420193250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420193250,1,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420194250,0,gNB,1,790,27,1673.33,794.22,28.47,1426,1668,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,13,-22.07,25.92,25.50,21.00,1,25,0.00,0.00,0.02,0.00,0.00,0.00,14,0,0,
1763420194250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420194250,0,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420195250,0,gNB,1,1078,4,2293.70,1082.90,4.82,1800,664,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,2,27,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420195250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420195250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420196250,2,gNB,1,1066,4,2161.75,1058.84,4.82,1586,478,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,4,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420196250,2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420196250,2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420197250,-3,gNB,1,1066,4,1983.78,1082.90,4.88,1692,390,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,24.00,6,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420197250,-3,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,63.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420197250,-3,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420198250,2,gNB,1,1066,4,2675.11,1070.91,4.92,1602,347,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,8,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420198250,2,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420198250,2,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420199250,-1,gNB,1,1066,4,1685.22,1070.87,4.94,1651,325,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,9,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420199250,-1,gNB,2,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420199250,0,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420200250,0,gNB,1,1066,4,2403.89,1070.91,4.92,1640,318,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,11,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420200250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420200250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420201250,1,gNB,1,1078,4,2149.11,1070.91,4.88,1603,298,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,13,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420201250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420201250,1,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420202250,-1,gNB,1,1066,4,2380.89,1082.90,4.90,1693,274,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,15,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420202250,-1,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,21.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420202250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420203250,1,gNB,1,1066,4,1738.67,1070.87,4.88,1677,244,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,63.50,21.00,16,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420203250,1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420203250,1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420204270,14,gNB,1,1066,4,2492.56,1070.87,4.88,1651,259,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,18,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420204270,14,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420204270,14,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420205250,-13,gNB,1,1066,4,1940.11,1070.87,4.90,1650,218,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,20,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420205250,-13,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420205250,-13,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420206280,24,gNB,1,1066,4,2458.89,1070.87,4.86,1601,180,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,21,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420206280,24,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,26.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420206280,24,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420207250,-27,gNB,1,1078,4,1621.67,1082.94,4.90,1616,164,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,23,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420207250,-27,gNB,2,0,0,0.00,0.00,0.00,5,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420207250,-26,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420208280,31,gNB,1,1066,4,1775.22,1070.87,4.88,1647,150,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,20.00,21.00,25,28,0.00,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420208280,31,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,25.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420208280,31,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420209250,-29,gNB,1,1066,4,2192.44,1070.87,4.84,1625,94,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,18.50,21.00,26,28,0.12,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420209250,-29,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420209250,-29,gNB,3,0,0,0.00,0.00,0.00,0,5,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,20.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420210250,0,gNB,1,1066,4,1639.78,1070.87,4.88,1676,139,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.50,24.00,24,28,0.18,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420210250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,63.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420210250,0,gNB,3,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420211250,-1,gNB,1,1066,4,2068.22,1070.91,4.88,1641,150,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,23,28,0.17,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420211250,-1,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,18.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420211250,-1,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420212250,0,gNB,1,1078,4,2380.22,1070.87,4.88,1645,164,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,22,28,0.14,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420212250,0,gNB,2,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,63.50,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420212250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,3,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420213250,0,gNB,1,1066,4,2622.12,1070.91,4.88,1591,164,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,22,28,0.11,0.00,0.02,0.00,0.00,0.00,15,0,0,
1763420213250,0,gNB,2,0,0,0.00,0.00,0.00,5,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
1763420213250,0,gNB,3,0,0,0.00,0.00,0.00,0,10,-44.00,-44.00,-44.00,-44.00,-44.00,-44.00,2,5,-26.22,8.39,19.00,21.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,
