Time (UNIX ms),UE ID,DRB.PdcpSduVolumeDL (kb),DRB.PdcpSduVolumeUL (kb),DRB.RlcSduDelayDl (μs),DRB.UEThpDl (kbps),DRB.UEThpUl (kbps),RRU.PrbTotDl (PRBs),RRU.PrbTotUl (PRBs),RSRP (dBm),N_RSRP_MEAS,N_PRB,RSSI (dBm),RSRQ (dB),PUSCH_SNR (dB),PUCCH_SNR (dB),DRB.HarqMcsUl,DRB.HarqMcsDl,DRB.HarqBlockErrorRateUl,DRB.HarqBlockErrorRateDl,DRB.MacSduRetransmissionRateUl,DRB.MacSduRetransmissionRateDl,DRB.MacSduErrorRateUl,DRB.MacSduErrorRateDl,CQI_SINGLE_CODEWORD,CQI_DUAL_CODEWORD,
1746812913041,17,4,215,0.00,5.08,219.24,226,7562,-78.88,16,15,-56.32,21.01,18.50,21.00,4,0,0.07,0.13,0.16,0.11,0.00,0.02,0,0,
1746812914041,17,4,215,0.00,5.06,218.84,287,5516,-78.88,16,5,-61.09,6.46,18.00,16.00,8,0,0.04,0.13,0.16,0.11,0.00,0.02,0,0,
1746812915041,17,4,215,0.00,5.13,218.68,302,4355,-77.25,16,7,-58.01,9.32,18.50,11.00,8,0,0.11,0.08,0.16,0.11,0.00,0.02,0,0,
1746812916041,17,4,215,0.00,14.70,218.98,589,6351,-78.50,16,25,-53.73,36.53,19.00,23.00,4,0,0.11,0.15,0.16,0.14,0.00,0.02,0,0,
1746812917041,17,4,215,0.00,5.06,219.04,221,6638,-77.94,16,56,-49.66,87.88,23.00,14.00,6,0,0.04,0.11,0.16,0.14,0.00,0.03,0,0,
1746812918041,17,4,203,0.00,5.08,206.45,297,4242,-77.44,16,5,-59.66,6.49,21.00,22.00,8,0,0.10,0.16,0.16,0.14,0.00,0.03,0,0,
1746812919041,17,4,215,0.00,5.01,218.08,277,4636,-77.44,16,5,-59.66,6.49,19.50,16.00,6,0,0.10,0.32,0.16,0.14,0.00,0.03,0,0,
1746812920041,17,4,215,0.00,5.10,218.68,297,5144,-76.56,16,90,-46.23,149.06,21.00,17.00,7,0,0.05,0.12,0.16,0.14,0.00,0.03,0,0,
1746812921041,17,4,215,0.00,5.06,218.20,287,4562,-77.06,16,5,-59.28,6.50,20.50,20.00,6,0,0.16,0.19,0.16,0.14,0.00,0.03,0,0,
1746812922041,17,4,215,0.00,5.10,218.60,297,5067,-77.12,16,5,-59.34,6.50,18.00,11.00,6,0,0.06,0.15,0.16,0.14,0.00,0.03,0,0,
1746812923041,17,4,203,0.00,5.12,206.62,294,4572,-77.12,16,5,-59.34,6.50,20.00,20.00,6,0,0.14,0.09,0.16,0.13,0.00,0.03,0,0,
1746812924041,17,4,215,0.00,5.10,218.20,289,4721,-76.56,16,5,-58.78,6.51,18.00,12.00,5,0,0.05,0.31,0.16,0.14,0.00,0.03,0,0,
1746812925041,17,4,215,0.00,5.15,218.63,312,5004,-76.44,16,27,-51.33,40.21,15.00,16.00,7,0,0.07,0.14,0.16,0.13,0.00,0.03,0,0,
1746812926041,17,4,215,0.00,5.10,218.46,297,4943,-76.56,16,5,-58.78,6.51,19.00,18.00,7,0,0.07,0.24,0.16,0.15,0.00,0.03,0,0,
1746812927041,17,4,215,0.00,5.20,218.68,322,5264,-76.69,16,106,-45.64,178.10,20.00,13.00,7,0,0.12,0.09,0.16,0.15,0.00,0.03,0,0,
1746812928041,17,4,215,0.00,5.20,218.68,317,4956,-76.69,16,5,-58.91,6.51,18.50,17.00,7,0,0.08,0.04,0.16,0.14,0.00,0.03,0,0,
1746812929041,17,4,203,0.00,5.15,206.49,307,4712,-76.19,16,5,-58.41,6.52,16.50,10.00,7,0,0.07,0.07,0.16,0.14,0.00,0.03,0,0,
1746812930041,17,4,215,0.00,5.22,218.70,319,5148,-76.25,16,5,-58.47,6.52,18.50,16.00,7,0,0.06,0.08,0.16,0.14,0.00,0.03,0,0,
1746812931041,17,4,215,0.00,5.20,218.80,309,5520,-76.25,16,5,-58.47,6.52,16.50,11.00,7,0,0.07,0.08,0.16,0.14,0.00,0.03,0,0,
1746812932041,17,4,215,0.00,5.22,218.90,314,5930,-76.25,16,5,-58.47,6.52,17.50,15.00,7,0,0.09,0.06,0.16,0.14,0.00,0.03,0,0,
1746812933041,17,4,215,0.00,5.30,218.90,329,6895,-76.50,16,27,-51.39,40.19,15.00,14.00,7,0,0.12,0.02,0.16,0.14,0.00,0.03,0,0,
1746812934041,17,4,215,0.00,5.22,218.86,314,5444,-76.00,16,5,-58.22,6.53,17.50,15.00,7,0,0.15,0.01,0.16,0.14,0.00,0.03,0,0,
1746812935041,17,4,203,0.00,5.22,206.74,256,5352,-76.31,16,5,-58.53,6.52,18.00,14.00,7,0,0.12,0.00,0.16,0.14,0.00,0.03,0,0,
1746812936041,17,4,215,0.00,5.13,218.40,307,4490,-76.19,16,5,-58.41,6.52,19.50,18.00,7,0,0.08,0.15,0.16,0.14,0.00,0.03,0,0,
1746812937041,17,4,215,0.00,5.25,218.58,266,5142,-76.19,16,5,-58.41,6.52,17.00,11.00,7,0,0.13,0.06,0.16,0.14,0.00,0.03,0,0,
1746812938041,17,4,215,0.00,5.20,218.82,251,5607,-76.50,16,90,-46.17,149.14,20.50,16.00,7,0,0.12,0.05,0.16,0.14,0.00,0.03,0,0,
1746812939041,17,4,215,0.00,5.20,218.68,320,5232,-76.44,16,5,-58.66,6.52,16.50,13.00,7,0,0.09,0.02,0.16,0.14,0.00,0.03,0,0,
1746812940041,17,4,215,0.00,5.30,218.86,329,5985,-76.25,16,5,-58.47,6.52,19.00,16.00,7,1,0.14,0.01,0.16,0.14,0.00,0.03,0,0,
1746812941041,17,4,203,0.00,5.10,206.96,289,5094,-76.25,16,5,-58.47,6.52,19.00,16.00,7,0,0.08,0.00,0.16,0.13,0.00,0.03,0,0,
1746812942041,17,4,215,0.00,5.18,218.52,304,5692,-76.25,16,5,-58.47,6.52,18.00,13.00,7,0,0.08,0.10,0.16,0.13,0.00,0.03,0,0,
1746812943041,17,4,215,0.00,5.25,218.58,266,5617,-76.06,16,5,-58.28,6.53,18.50,14.00,7,0,0.11,0.04,0.16,0.13,0.00,0.03,0,0,
1746812944041,17,4,215,0.00,5.25,218.64,327,5450,-76.12,16,5,-58.34,6.52,17.00,14.00,7,0,0.09,0.09,0.16,0.13,0.00,0.03,0,0,
1746812945041,17,4,215,0.00,5.27,218.90,324,5915,-76.25,16,27,-51.14,40.25,15.00,14.00,7,0,0.14,0.03,0.16,0.13,0.00,0.02,0,0,
1746812946041,17,4,215,0.00,5.10,218.68,297,5046,-76.25,16,5,-58.47,6.52,17.00,15.00,6,0,0.07,0.01,0.16,0.13,0.00,0.02,0,0,
1746812947041,17,4,203,0.00,5.12,206.70,294,4587,-76.00,16,5,-58.22,6.53,18.50,14.00,6,0,0.17,0.01,0.16,0.13,0.00,0.02,0,0,
1746812948041,17,4,215,0.00,5.14,218.55,299,5359,-76.25,16,5,-58.47,6.52,17.00,14.00,5,0,0.07,0.00,0.16,0.13,0.00,0.02,0,0,
1746812949041,17,4,215,0.00,5.10,218.68,297,4818,-76.31,16,106,-45.27,178.70,20.50,14.00,8,0,0.14,0.00,0.16,0.13,0.00,0.02,0,0,
1746812950041,17,4,215,0.00,5.13,218.68,302,5222,-76.12,16,5,-58.34,6.52,17.50,13.00,6,0,0.07,0.00,0.16,0.13,0.00,0.02,0,0,
1746812951041,17,4,215,0.00,5.10,218.68,297,4583,-76.12,16,5,-58.34,6.52,18.00,10.00,7,0,0.16,0.00,0.16,0.13,0.00,0.02,0,0,
1746812952041,17,4,215,0.00,5.18,218.60,312,5049,-76.31,16,5,-58.53,6.52,18.00,16.00,7,0,0.14,0.02,0.16,0.13,0.00,0.02,0,0,
1746812953041,17,4,203,0.00,5.15,206.62,241,5143,-76.50,16,5,-58.72,6.51,18.50,12.00,7,0,0.08,0.20,0.16,0.13,0.00,0.02,0,0,
1746812954041,17,4,215,0.00,5.20,218.60,309,4833,-76.44,16,5,-58.66,6.52,18.50,15.00,7,0,0.11,0.09,0.16,0.13,0.00,0.02,0,0,
1746812955041,17,4,215,0.00,14.65,218.26,579,4444,-76.44,16,5,-58.66,6.52,18.00,16.00,7,0,0.06,0.33,0.16,0.15,0.00,0.03,0,0,
1746812956041,17,4,215,0.00,5.15,218.64,299,4555,-76.25,16,28,-50.99,41.87,21.50,10.00,7,0,0.08,0.13,0.16,0.15,0.00,0.03,0,0,
1746812957041,17,4,215,0.00,5.15,218.66,299,5154,-76.44,16,27,-51.33,40.21,15.00,18.00,7,0,0.08,0.17,0.16,0.15,0.00,0.03,0,0,
1746812958041,17,4,215,0.00,5.15,218.56,307,4934,-76.56,16,5,-58.78,6.51,16.50,12.00,7,0,0.08,0.14,0.16,0.15,0.00,0.03,0,0,
1746812959041,17,4,203,0.00,5.22,206.92,314,5369,-76.25,16,5,-58.47,6.52,18.00,16.00,7,0,0.11,0.06,0.16,0.15,0.00,0.03,0,0,
1746812960041,17,4,215,0.00,5.10,218.26,302,4662,-76.25,16,106,-45.21,178.80,20.00,16.00,7,0,0.05,0.10,0.16,0.15,0.00,0.03,0,0,
1746812961041,17,4,215,0.00,5.22,218.68,256,5147,-76.00,16,5,-58.22,6.53,17.00,12.00,7,0,0.10,0.04,0.16,0.15,0.00,0.03,0,0,
1746812962041,17,4,215,0.00,5.15,218.64,307,4560,-76.31,16,5,-58.53,6.52,19.50,18.00,7,1,0.11,0.04,0.16,0.15,0.00,0.03,0,0,
1746812963041,17,4,215,0.00,5.18,218.60,312,5326,-76.50,16,5,-58.72,6.51,17.50,13.00,6,0,0.08,0.02,0.16,0.15,0.00,0.03,0,0,
1746812964041,17,4,203,0.00,5.08,206.79,292,4696,-76.50,16,5,-58.72,6.51,18.50,17.00,8,0,0.10,0.01,0.16,0.15,0.00,0.03,0,0,
1746812965041,17,4,215,0.00,5.18,218.63,312,5096,-76.38,16,5,-58.59,6.52,18.50,16.00,7,0,0.10,0.00,0.16,0.15,0.00,0.03,0,0,
1746812966041,17,4,215,0.00,5.22,218.68,256,5590,-76.19,16,5,-58.41,6.52,18.00,15.00,7,0,0.10,0.00,0.16,0.14,0.00,0.03,0,0,
1746812967041,17,4,215,0.00,5.25,218.68,261,5645,-76.06,16,27,-50.96,40.30,15.00,15.00,7,0,0.13,0.00,0.16,0.14,0.00,0.03,0,0,
1746812968041,17,4,215,0.00,5.20,218.86,309,5602,-76.25,16,5,-58.47,6.52,19.00,15.00,7,0,0.14,0.00,0.16,0.14,0.00,0.03,0,0,
1746812969041,17,4,203,0.00,5.13,206.53,302,4939,-76.25,16,5,-58.47,6.52,17.50,10.00,6,0,0.09,0.00,0.16,0.14,0.00,0.03,0,0,
1746812970041,17,4,215,0.00,5.06,218.66,287,4987,-76.38,16,5,-58.59,6.52,19.50,18.00,8,0,0.10,0.07,0.16,0.14,0.00,0.03,0,0,
1746812971041,17,4,215,0.00,5.13,218.58,302,5275,-76.56,16,5,-58.78,6.51,18.50,14.00,6,0,0.09,0.12,0.16,0.14,0.00,0.03,0,0,
1746812972041,17,4,215,0.00,5.19,218.51,309,5234,-76.25,16,106,-45.21,178.80,20.00,17.00,7,0,0.07,0.06,0.16,0.14,0.00,0.03,0,0,
1746812973041,17,4,215,0.00,5.20,218.68,317,5230,-76.25,16,27,-51.14,40.25,15.50,19.00,7,0,0.08,0.02,0.16,0.14,0.00,0.03,0,0,
1746812974041,17,4,215,0.00,5.22,218.68,322,5143,-76.19,16,5,-58.41,6.52,17.50,12.00,7,1,0.12,0.03,0.16,0.14,0.00,0.02,0,0,
1746812975041,17,4,215,0.00,5.20,218.68,309,5418,-76.56,16,27,-51.46,40.17,15.00,15.00,7,1,0.12,0.01,0.16,0.14,0.00,0.02,0,0,
1746812976041,17,4,215,0.00,5.18,218.90,304,5464,-76.75,16,5,-58.97,6.51,18.50,16.00,7,0,0.10,0.01,0.16,0.14,0.00,0.02,0,0,
1746812977041,17,4,203,0.00,5.25,206.91,319,6016,-76.56,16,5,-58.78,6.51,18.00,14.00,6,0,0.14,0.00,0.16,0.14,0.00,0.02,0,0,
1746812978041,17,4,215,0.00,5.10,218.51,297,4820,-76.56,16,5,-58.78,6.51,17.50,17.00,6,0,0.06,0.00,0.16,0.14,0.00,0.02,0,0,
1746812979041,17,4,215,0.00,5.10,218.68,297,4565,-76.19,16,5,-58.41,6.52,18.00,16.00,6,0,0.14,0.00,0.16,0.14,0.00,0.02,0,0,
1746812980041,17,4,215,0.00,5.10,218.68,297,5075,-76.44,16,5,-58.66,6.52,17.50,13.00,6,0,0.05,0.00,0.16,0.13,0.00,0.02,0,0,
1746812981041,17,4,215,0.00,5.13,218.68,302,4676,-76.06,16,5,-58.28,6.53,18.50,15.00,5,0,0.14,0.00,0.16,0.13,0.00,0.02,0,0,
1746812982041,17,4,215,0.00,5.10,218.72,297,5700,-76.38,16,5,-58.59,6.52,19.00,15.00,5,0,0.06,0.00,0.16,0.13,0.00,0.02,0,0,
1746812983041,17,4,203,0.00,5.08,206.74,292,4464,-76.38,16,5,-58.59,6.52,17.50,15.00,7,0,0.18,0.00,0.16,0.13,0.00,0.02,0,0,
1746812984041,17,4,215,0.00,5.10,218.50,297,5262,-76.12,16,5,-58.34,6.52,18.00,13.00,5,0,0.07,0.00,0.16,0.13,0.00,0.02,0,0,
1746812985041,17,4,215,0.00,5.15,218.68,312,5763,-76.50,16,5,-58.72,6.51,18.00,16.00,7,0,0.08,0.00,0.16,0.13,0.00,0.02,0,0,
1746812986041,17,4,215,0.00,5.20,218.68,317,4947,-76.12,16,5,-58.34,6.52,18.50,16.00,7,1,0.11,0.00,0.16,0.13,0.00,0.02,0,0,
1746812987041,17,4,215,0.00,5.22,218.68,256,5264,-76.12,16,5,-58.34,6.52,18.00,12.00,7,0,0.12,0.00,0.16,0.13,0.00,0.02,0,0,
1746812988041,17,4,203,0.00,5.25,215.38,319,5845,-76.38,16,5,-58.59,6.52,18.50,16.00,7,1,0.12,0.00,0.16,0.13,0.00,0.02,0,0,
1746812989041,17,4,215,0.00,5.20,210.01,317,5650,-76.31,16,5,-58.53,6.52,18.50,10.00,7,0,0.10,0.00,0.16,0.13,0.00,0.02,0,0,
1746812990041,17,4,215,0.00,5.20,218.46,317,5611,-76.00,16,27,-50.89,40.32,15.50,17.00,7,0,0.10,0.01,0.16,0.13,0.00,0.02,0,0,
1746812991041,17,4,215,0.00,5.22,218.82,314,5249,-76.31,16,27,-51.21,40.24,15.50,13.00,7,0,0.12,0.00,0.16,0.13,0.00,0.02,0,0,
1746812992041,17,184,243,648.00,186.52,246.96,3165,5204,-76.31,16,5,-58.53,6.52,18.00,15.00,7,7,0.11,0.00,0.16,0.12,0.00,0.02,0,0,
1746812993041,17,220,220,182.00,221.82,223.74,1275,5653,-76.06,16,27,-50.96,40.30,15.50,18.00,7,16,0.08,0.00,0.16,0.12,0.00,0.02,0,0,
1746812994041,17,220,220,350.50,221.76,223.74,648,5552,-76.50,16,5,-58.72,6.51,17.50,10.00,7,22,0.11,0.23,0.16,0.12,0.00,0.02,0,0,
1746812995041,17,220,208,928.00,221.73,211.74,702,4903,-76.12,16,5,-58.34,6.52,18.50,17.00,7,13,0.09,0.21,0.16,0.12,0.00,0.02,0,0,
1746812996041,17,220,220,1024.00,221.90,223.68,1427,5630,-76.12,16,99,-45.38,166.08,20.50,12.00,7,10,0.11,0.08,0.16,0.12,0.00,0.02,0,0,
1746812997041,17,208,220,348.00,209.87,223.88,1307,5905,-76.56,16,5,-58.78,6.51,19.00,15.00,7,14,0.12,0.03,0.16,0.12,0.00,0.02,0,0,
1746812998041,17,220,220,328.00,221.66,223.74,895,4819,-76.31,16,5,-58.53,6.52,18.50,15.00,7,17,0.05,0.05,0.16,0.12,0.00,0.02,0,0,
1746812999041,17,220,220,67.50,221.64,223.62,774,4905,-76.19,16,68,-47.07,110.06,22.00,15.00,5,16,0.14,0.06,0.16,0.12,0.00,0.02,0,0,
1746813000041,17,220,220,100.00,221.64,223.15,990,6499,-76.44,16,68,-47.32,109.84,22.00,16.00,5,12,0.05,0.13,0.16,0.13,0.00,0.02,0,0,
1746813001041,17,220,208,770.50,221.76,211.73,1094,6357,-76.44,16,5,-58.66,6.52,17.00,12.00,7,11,0.11,0.05,0.16,0.13,0.00,0.02,0,0,
1746813002041,17,220,220,855.50,221.78,223.55,1339,4604,-76.38,16,5,-58.59,6.52,18.50,16.00,7,10,0.06,0.05,0.16,0.13,0.00,0.02,0,0,
1746813003041,17,208,220,213.00,209.74,223.77,1122,5029,-76.44,16,5,-58.66,6.52,18.50,16.00,7,14,0.08,0.03,0.16,0.13,0.00,0.02,0,0,
1746813004041,17,220,220,267.00,221.80,223.74,789,5657,-76.69,16,5,-58.91,6.51,18.00,14.00,7,21,0.11,0.06,0.16,0.13,0.00,0.02,0,0,
1746813005041,17,220,220,131.00,221.81,223.92,605,6266,-76.69,16,5,-58.91,6.51,18.50,17.00,7,21,0.10,0.06,0.16,0.13,0.00,0.02,0,0,
1746813006041,17,220,220,227.50,221.74,223.86,629,5405,-76.25,16,5,-58.47,6.52,19.50,19.00,7,21,0.12,0.05,0.16,0.13,0.00,0.02,0,0,
1746813007041,17,220,208,624.50,221.74,211.82,629,5915,-76.38,16,5,-58.59,6.52,19.50,16.00,6,21,0.10,0.07,0.16,0.13,0.00,0.02,0,0,
1746813008041,17,220,220,809.00,221.66,223.63,656,5057,-76.00,16,5,-58.22,6.53,20.00,18.00,7,20,0.06,0.09,0.16,0.14,0.00,0.02,0,0,
1746813009041,17,208,220,33.00,209.65,223.74,625,4415,-76.38,16,5,-58.59,6.52,18.50,16.00,7,20,0.13,0.05,0.16,0.14,0.00,0.02,0,0,
1746813010041,17,220,220,127.00,221.71,223.74,709,5434,-76.38,16,5,-58.59,6.52,17.50,17.00,6,18,0.10,0.14,0.16,0.14,0.00,0.02,0,0,
1746813011041,17,220,220,225.50,221.66,223.78,796,5551,-76.31,16,106,-45.27,178.70,20.00,16.00,7,17,0.06,0.11,0.16,0.14,0.00,0.02,0,0,
1746813012041,17,220,220,213.50,221.81,223.74,809,6195,-76.31,16,5,-58.53,6.52,19.50,16.00,7,17,0.12,0.07,0.16,0.14,0.00,0.02,0,0,
1746813013041,17,220,208,744.00,221.71,211.77,844,5616,-76.00,16,5,-58.22,6.53,19.00,18.00,7,16,0.11,0.07,0.16,0.15,0.00,0.02,0,0,
1746813014041,17,220,220,603.50,221.81,223.68,676,5869,-76.44,16,5,-58.66,6.52,17.50,14.00,7,22,0.14,0.03,0.16,0.15,0.00,0.02,0,0,
1746813015041,17,208,220,440.00,221.76,223.77,633,6533,-76.44,16,5,-58.66,6.52,19.00,16.00,6,20,0.12,0.10,0.16,0.15,0.00,0.02,0,0,
1746813016041,17,220,220,128.00,221.64,223.74,647,5213,-76.19,16,5,-58.41,6.52,17.00,14.00,7,19,0.05,0.11,0.16,0.15,0.00,0.02,0,0,
1746813017041,17,220,220,280.00,221.66,223.70,794,4966,-76.19,16,15,-53.63,21.31,14.00,13.00,4,17,0.15,0.08,0.17,0.15,0.00,0.02,0,0,
1746813018041,17,220,220,172.50,221.64,223.90,835,7715,-76.25,16,106,-45.21,178.80,20.50,12.00,4,15,0.06,0.09,0.16,0.15,0.00,0.02,0,0,
1746813019041,17,220,208,643.00,221.71,211.86,935,6478,-76.25,16,5,-58.47,6.52,19.00,16.00,7,15,0.09,0.05,0.16,0.15,0.00,0.02,0,0,
1746813020041,17,220,220,751.50,221.74,223.54,679,5883,-76.38,16,106,-45.33,178.60,20.00,14.00,7,20,0.09,0.03,0.16,0.15,0.00,0.02,0,0,
1746813021041,17,208,220,285.00,209.70,223.88,569,5626,-76.12,16,5,-58.34,6.52,17.00,12.00,6,22,0.11,0.18,0.16,0.15,0.00,0.02,0,0,
1746813022041,17,220,220,456.00,233.71,223.52,844,5144,-76.38,16,90,-46.04,149.30,21.00,17.00,7,13,0.08,0.27,0.16,0.16,0.00,0.02,0,0,
1746813023041,17,220,220,473.67,221.92,223.74,1547,5474,-76.56,16,5,-58.78,6.51,17.50,10.00,7,8,0.10,0.12,0.16,0.16,0.00,0.02,0,0,
1746813024041,17,220,208,27.00,221.92,220.46,1570,6135,-76.56,16,5,-58.78,6.51,18.00,14.00,7,8,0.12,0.06,0.17,0.15,0.00,0.02,0,0,
1746813025041,17,220,220,508.50,221.83,215.07,1279,5526,-76.38,16,5,-58.59,6.52,18.50,14.00,7,15,0.08,0.02,0.16,0.15,0.00,0.02,0,0,
1746813026041,17,220,220,564.50,221.69,223.64,700,5034,-76.00,16,5,-58.22,6.53,17.00,11.00,7,20,0.05,0.05,0.16,0.15,0.00,0.02,0,0,
1746813027041,17,208,220,156.00,209.78,223.92,657,5783,-76.31,16,5,-58.53,6.52,17.50,12.00,7,20,0.11,0.15,0.16,0.16,0.00,0.02,0,0,
1746813028041,17,220,220,280.00,221.76,223.74,650,5720,-76.31,16,5,-58.53,6.52,19.50,15.00,7,18,0.13,0.08,0.17,0.15,0.00,0.02,0,0,
1746813029041,17,220,220,230.50,221.74,223.66,799,6169,-76.00,16,5,-58.22,6.53,18.00,12.00,7,16,0.13,0.20,0.17,0.16,0.00,0.02,0,0,
1746813030041,17,220,208,386.00,221.78,220.62,1043,5892,-76.31,16,5,-58.53,6.52,18.00,10.00,7,12,0.10,0.09,0.17,0.16,0.00,0.02,0,0,
1746813031041,17,220,220,280.50,221.82,215.02,1109,5853,-76.38,16,5,-58.59,6.52,17.50,11.00,7,15,0.08,0.11,0.17,0.16,0.00,0.02,0,0,
1746813032041,17,220,220,479.00,221.82,223.52,1297,5107,-76.25,16,27,-51.14,40.25,14.50,16.00,7,10,0.11,0.11,0.17,0.15,0.00,0.02,0,0,
1746813033041,17,208,220,66.00,209.90,223.84,1305,6085,-76.25,16,28,-50.99,41.87,22.00,11.00,7,10,0.10,0.08,0.17,0.16,0.00,0.02,0,0,
1746813034041,17,220,220,164.00,245.88,223.62,1975,6095,-76.38,16,5,-58.59,6.52,15.50,10.00,7,6,0.12,0.09,0.17,0.16,0.00,0.02,0,0,
1746813035041,17,220,220,225.00,221.88,223.74,2030,5718,-76.38,16,106,-45.33,178.60,20.00,13.00,7,8,0.10,0.04,0.17,0.15,0.00,0.02,0,0,
1746813036041,17,220,220,212.00,221.84,223.74,1145,5521,-76.50,16,5,-58.72,6.51,17.00,12.00,7,17,0.13,0.04,0.17,0.15,0.00,0.02,0,0,
1746813037041,17,220,208,348.50,221.74,211.74,753,5638,-76.50,16,5,-58.72,6.51,19.00,16.00,7,17,0.12,0.09,0.17,0.15,0.00,0.02,0,0,
1746813038041,17,220,220,323.50,221.76,223.72,833,5644,-76.25,16,5,-58.47,6.52,18.50,14.00,7,16,0.10,0.09,0.17,0.16,0.00,0.02,0,0,
1746813039041,17,208,220,1720.00,209.70,223.92,751,5577,-76.00,16,27,-50.89,40.32,15.00,16.00,7,18,0.09,0.04,0.17,0.15,0.00,0.02,0,0,
1746813040041,17,220,220,58.00,221.69,223.74,647,4853,-76.00,16,7,-56.76,9.37,17.00,13.00,8,20,0.05,0.13,0.17,0.16,0.00,0.02,0,0,
1746813041041,17,220,220,89.00,221.66,223.68,690,5682,-76.25,16,68,-47.13,110.01,21.50,13.00,5,19,0.11,0.11,0.17,0.16,0.00,0.02,0,0,
1746813042041,17,220,220,164.50,221.64,223.34,789,6445,-76.25,16,5,-58.47,6.52,18.50,10.00,7,17,0.04,0.10,0.17,0.16,0.00,0.02,0,0,
1746813043041,17,220,208,249.50,221.64,211.58,853,4695,-76.25,16,5,-58.47,6.52,18.50,15.00,5,15,0.15,0.10,0.17,0.16,0.00,0.02,0,0,
1746813044041,17,220,220,393.50,221.64,223.09,994,6675,-76.06,16,68,-46.95,110.18,21.50,14.00,5,13,0.06,0.05,0.17,0.16,0.00,0.02,0,0,
1746813045041,17,208,220,1527.00,209.74,223.62,741,6226,-76.31,16,5,-58.53,6.52,19.00,13.00,7,18,0.08,0.02,0.17,0.16,0.00,0.02,0,0,
1746813046041,17,220,220,1701.00,221.62,223.54,826,4458,-76.25,16,18,-52.91,25.94,15.50,15.00,8,16,0.14,0.14,0.17,0.16,0.00,0.02,0,0,
1746813047041,17,220,220,193.00,221.66,223.38,857,6559,-76.25,16,68,-47.13,110.01,21.50,13.00,5,14,0.08,0.05,0.17,0.16,0.00,0.02,0,0,
1746813048041,17,220,208,548.00,233.68,211.53,1259,5201,-76.81,16,5,-59.03,6.51,18.00,18.00,8,8,0.08,0.18,0.17,0.17,0.00,0.02,0,0,
1746813049041,17,220,220,589.50,222.05,223.70,2102,5146,-76.38,16,5,-58.59,6.52,18.50,14.00,7,5,0.12,0.07,0.17,0.16,0.00,0.02,0,0,
1746813050041,17,220,220,1053.11,235.26,223.38,4918,4831,-76.38,16,5,-58.59,6.52,19.00,17.00,7,0,0.09,0.12,0.17,0.17,0.00,0.02,0,0,
1746813051041,17,208,220,2178.50,224.30,223.46,7346,5085,-76.38,16,5,-58.59,6.52,19.00,18.00,7,0,0.07,0.16,0.17,0.20,0.00,0.02,0,0,
1746813052041,17,220,220,2143.86,224.26,223.74,7298,5958,-76.44,16,5,-58.66,6.52,19.50,15.00,7,0,0.11,0.06,0.17,0.19,0.00,0.02,0,0,
1746813053041,17,220,220,1385.00,223.61,223.61,5899,5305,-76.12,16,27,-51.02,40.29,16.00,18.00,7,1,0.09,0.07,0.17,0.18,0.00,0.02,0,0,
1746813054041,17,220,208,442.00,222.63,211.77,3312,5068,-76.62,16,5,-58.84,6.51,18.00,10.00,7,8,0.09,0.03,0.17,0.18,0.00,0.02,0,0,
1746813055041,17,220,220,878.14,222.46,223.88,3306,4918,-76.38,16,5,-58.59,6.52,18.00,17.00,7,1,0.08,0.15,0.17,0.18,0.00,0.02,0,0,
1746813056041,17,220,220,599.83,223.50,223.54,5670,5172,-76.38,16,27,-51.27,40.22,16.00,13.00,7,1,0.09,0.06,0.17,0.18,0.00,0.02,0,0,
1746813057041,17,208,220,1277.00,210.46,223.88,2739,6285,-76.31,16,5,-58.53,6.52,18.50,14.00,7,9,0.13,0.02,0.17,0.17,0.00,0.02,0,0,
1746813058041,17,220,220,1410.00,221.71,223.74,1044,5220,-76.38,16,90,-46.04,149.30,20.50,19.00,7,18,0.07,0.01,0.17,0.17,0.00,0.02,0,0,
1746813059041,17,220,220,91.00,221.76,223.74,627,5416,-76.44,16,5,-58.66,6.52,18.00,14.00,7,22,0.08,0.04,0.17,0.17,0.00,0.02,0,0,
1746813060041,17,220,208,176.00,221.75,220.46,758,5283,-76.44,16,5,-58.66,6.52,19.00,19.00,7,16,0.07,0.13,0.17,0.17,0.00,0.02,0,0,
1746813061041,17,220,220,444.50,221.69,215.10,860,4968,-76.38,16,5,-58.59,6.52,17.00,15.00,8,14,0.09,0.09,0.17,0.17,0.00,0.02,0,0,
1746813062041,17,220,220,197.50,221.70,223.50,981,4768,-76.12,16,5,-58.34,6.52,18.00,17.00,6,17,0.09,0.04,0.17,0.17,0.00,0.02,0,0,
1746813063041,17,208,220,1186.00,209.61,223.78,741,5088,-76.62,16,106,-45.58,178.20,20.00,17.00,8,19,0.04,0.06,0.17,0.17,0.00,0.02,0,0,
1746813064041,17,220,220,1303.00,221.66,223.74,607,5019,-76.12,16,5,-58.34,6.52,17.50,13.00,6,21,0.12,0.08,0.17,0.17,0.00,0.02,0,0,
1746813065041,17,220,220,323.50,221.69,223.78,686,5535,-76.12,16,106,-45.08,179.00,19.50,16.00,7,20,0.06,0.07,0.17,0.18,0.00,0.02,0,0,
1746813066041,17,220,208,99.50,221.71,220.46,725,5562,-76.38,16,5,-58.59,6.52,19.00,15.00,7,20,0.10,0.08,0.17,0.18,0.00,0.02,0,0,
